State,City,Hospital / Private,Category,Systems of Medicine,Contact Details,Area Pin Code,Email address,Website link,Specializations,Services
Punjab,Ludhiana,Global Heart & Super Speciality Hospital,Private,Allopathic,"Ferozepur Road, Near Octroi Post, Ludhiana, Punjab, Phone- (0161) 2553095, 2553096, 2553097, Fax-(0161) 2553093",141012,info@globalhearthospital.in,Http://www.globalhearthospital.in/,OrthopaedicGastroenterologyNeurosurgeryPsychiatryDietetics & Nutrition,Surgery UnitCardiac Cath LabCardiac IcuGeneral IcuTwo Operation Theatres24hr. PharmacyEcho/TmtEchocardiographyHolter MonitorLab Collection Centre X-RayFully Functional Pathology LabAmbulance Facility
Punjab,Ludhiana,Sri Balaji Super Specialty Hospital,Private,Allopathic,"31, Satguru Nagar, Firozpur Road, Ludhiana, Punjab, Phone- (0161) 4642590, 2451699",141012,NA,Http://www.sribalajihospital.org/,UrologyGynaecologyOrthopaedicsIntensive CareLaparoscopic Surgery,Operation TheatreICUworld class Dornier's Lithotripsy machine
Punjab,Ludhiana,Kular Hospital,Private,Allopathic,"G.T.Road, Bija, Dist-Ludhiana, Punjab, Phone-09878090001, Fax- (01628) 289666, Helpline- 09878090001",141001,info@kularhospital.com,Http://www.kularhospital.com/home,Weightloss SurgeryLaparoscopic SurgeryInfertility TreatmentJoint Replacement SurgerySpine SurgeryArthroscopy,NA
Punjab,Ludhiana,Sidhu Hospital Pvt Ltd,Private,Allopathic,"Sidhu Hospital Pvt. Ltd.G.T. Road, Doraha, Distt. Ludhiana, Phone- (01628) 501114, 257014, 258815, 258812",141421,"sidhugurdip@gmail.com,sidhuravinder@gmail.com, gursaransidhu@gmail.com",Http://sidhuhospital.org/,"General & Minimally Access Surgery, Gynaecology, Internal Medicine, Orthopaedic, Plastic & Reconstructive Surgery, Neuro Surgery, Cardiology, Physiotherapy, ENT, Psychiatry, Surgical Oncology, Dermatology, Neurology, Nephrology, Anaesthesiology, Radiology, Pulmonology","150 beds including general wards, single rooms, deluxe rooms and super deluxe rooms.Uninterrupted power supply through generator sets and UPS.6 Air-conditioned operation theaters with C-Arm image intensifiers and recovery rooms.4 advanced high definition laparoscopic surgery units, imported state of art from Stryker, Richard Wolf and Karlz Storz Germany.Ultracision harmonic knife and ligasure vessel sealing system for precision and accuracy during open and advanced laparoscopic procedures.Lithotripsy unit.Advanced laparoscopic gynae surgery unit.Arthroscopic surgery unit.Internal Fixation of bone fractures with state of the art equipment with power drills etc.Arthroplasty unit (joint replacement).Upper GI video endoscope, & colonoscopy.I.C.U and I.C.C.U.Colour Doppler & echocardiography.C.S.S.D. (Central Sterilisation Supply Dpt.) with horizontal and vertical autoclaves, cidex and formalin chambers.Fully equipped radiology department with two X-ray plants.Whole body C.T scan.2 Ultrasound units.Casualty & trauma Unit for management of all types of emergencies.Fully equipped Laboratory.Dietary department with expert nutritionists.Weight reduction center with state of art equipments.Ambulance services.es."
Punjab,Ludhiana,Ludhiana Mediways,Private,Allopathic,"Near Octroi Post, Ferozepur Road, Ludhiana, Punjab, Emergency- (0161) 5099501",141001,NA,Http://www.ludhianamediways.com/about.html,"Cardic SciencesNeuro SciencesOrthopaedic & Joint ReplacementNephrology & UrologyEndocrinologyGastroenterologyPlastic SurgeryOncology & Onco SurgeryMinimal Access SurgeryInternal Medicine & Critical CarePaediatric, Gynaecology & InfertilityOther Allied SpecialitiesSupport Services","100-bed strengthOver 20 specialtiesSuperspeciality hospital with full time dedicated senior consultantsOver 30 consultants (Specialists & Super Specialists)Over 270 well-trained support staffCentrally Air-Conditioned Hospital5 Modern state of art Operation TheatresRadial cardiac interventions, Dobutamine stress, 3D ECHO’s are doneMulti-Speciality Services Under One RoofBlood BankComprehensive Health Check upOut Patient Consultations on HolidaysEvening Out Patient ConsultationsIntensive Care UnitsMedical ICUIntermediate Care ICUSurgical ICUCardiac ICU24 X 7Hi Tech Ambulance ServicesHi Tech Diagnostic ServicesAccident & Emergency Services (Casualty)Spiral CT scan, USG and X-ray"
Punjab,Amritsar,Altec Hospital,Private,Allopathic,"B-2, Ranjit Avenue, Distt. Amritsar, Punjab, Phone- (0183) 2505021, Fax- (0183) 2505041, Mobile- 09855596312",143001,alteclaser@gmail.com,Http://www.alteclaserhospital.com/,"SurgeryGynaecology Gynaecology and Obstetrics, Ortho, Neuro & Trauma Care UrologyGastroenterology & G.I surgeryCritical care servicesGeneral medicine & CardiologyPathologists & Laboratory servicesPharmacyAmbulanceDiet","Laparoscopic SurgeriesGeneral Surgery, Gynaecology Gynaecology and Obstetrics, , Ortho & Neuro Trauma Excellent Joint Replacement Facility Ercp Upper & Lower Gi Endoscopy Paed Surgery Urology (Turp / Pcnl / Urs ) Plastic & Cosmetic Surgery Ent Neuro Surgery Specialist Opd 8 Bedded Icu Recovery Room Sterilization Room-(Horizontal. Nat) Emergency Room (3 Bedded) Ventilators-(Maquet - Siemens) C-Arm –(Siemens) Multipara Monitors-(Phillips) Fully Equipped 24 Hrs Laboratory 24 Hrs Drug Store Ambulance Big Cafeteria & In House Patient Diet (Cleanhealthy) In-House Dietician Two Lifts For Patient & Visitors(Schindler) Hospital Furniture – Godrej Brand"
Punjab,Amritsar,Amandeep Hospital,Private,Allopathic,"G.T. Road, Model Town, Amritsar, Punjab, Emergency: 09876002746, 09876046778, Fax- (0183) 2223188, 2560538",143001,NA,Http://www.amandeephospital.org/,Orthopaedic  Arthroscopy  Ilizarov  Neuro & Spine Surgery  Plastic & Cosmetic Surgery  Minimal Access Surgery  Department of Medicine  Physiotherapy  Dietary Services  Anaesthesia  Ent  Sleep Clinic  Head & Neck Cancer  Paediatrics & Paediatric haematology,NA
Punjab,Amritsar,Apex Hospital,Private,Allopathic,"Batala Road, Amritsar, Phone- (0183) 3292221, 5007544,Ambulance: 09417108168",143001,info@apexneurohospital.com,Http://www.apexneurohospital.com/index.html,Trauma Management CentreNeurosurgeryOrthopaedicsEar Nose & ThroatCardiology and PhysicianGeneral Surgery,Vaccination Center OPD ICUSpecial RoomsGeneral WardOTX-Ray UnitBlood Check-Up (Lab) FacilitiesPhototherapy & Incubator For Sick NeonatesC.T. Scan X-Ray MachineVentilator Dialysis Machine C-Arm Warmer Lab
Punjab,Amritsar,Beams Hospital Pvt. Ltd.,Private,Allopathic,"29B, Race Course Road, Amritsar ,Punjab, Phone- (0183) 39417700",140001,NA,Http://www.beamshospitals.com/amritsar.htm,GynaecologyGeneral SurgeryUrologyArthroscopyNormal DeliveryCaesarean SectionPainless Delivery,2 Operation TheatresRecovery/Sicu Room 5 Opd Consultation RoomsAccommodation (Rooms)General Ward With 5 BedsTwin Sharing RoomsDeluxe RoomSuper Deluxe RoomParking
Punjab,Amritsar,Chikitsa Ent Hospital,Private,Allopathic,"60, Pink Plaza, O/S Hall Gate, Amritsar, Phone- (0183 ) 2546680, Mobile- 08427752971, 08427752871, Medical Helpline 08427752961, 08427752761",143001,chikitsaent@gmail.com karuneshgupta@gmail.com info@chikitsa.co.in,Http://www.chikitsa.co.in/,Cochlear ImplantMicroscopic Ear SurgeriesMyringotomy (Placement Of Ear Tubes)Ear Lobule RepairManagement Of Nasal BleadingSeptoplasty For DnsTonsillectomy / AdenoidectomySurgery For Snoring/Sleep AphoerHead And Neck Surgery,Ambience 20 Bedded Hospital RoomsResident DoctorsNurses Paramedics
Punjab,Amritsar,Dahliwal Hospital,Private,Allopathic,"3-Batala Road, Amritsar, Phone- (0183) 2275002, 2278002, Mobile: 09915237766, 09417065522, Fax- (0183) 2278002",143001,dhaliwalhospital@rediffmail.com,Http://www.dhaliwalhospital.in/,Button Hole TreatmentGeneral TreatmentGynaecologyUrologyOncology TreatmentInternal Medicine & CardiologyComplete Dental CareAnaesthesia,Medical Expertise Surgical Expertise24 hr Emergency Services PharmacyAppointments on phone24hr. Ambulance
Punjab,Amritsar,Dr. Gurvinder Singh's Hargun Hospital,Private,Allopathic,"Batala Road, Amritsar, Phone- (0183) 2579001, 2579002, 6534262, Mobile- 09592089005, 09814104262, Fax-(0183) 2579003",143001,hargunhospital@gmail.com,Http://www.hargunhospital.com/faculty.html,Trauma CareJoint ReplacementOrthopaedicsPlastic and Micro-vascularCosmetic SurgeryPain ManagementAnaesthesiaNeuro SurgeryGeneral MedicineGeneral SurgeryPhysiotherapy,Laboratory ServicesX-RayRoomsICU and Critical Care
Punjab,Amritsar,Dr. Shakeen Eye & Dental Hospital,Private,Allopathic,"Court Road, Amritsar, Punjab.",143001,info@sight&smile.com,Http://www.sightandsmile.com/,Computerized Eye TestingContact Lenses ClinicPaediatric Eye CareStitch less Cataract Surgery (Phaco)Refractive SurgeryYag LaserCosmetic & Orbital ReconstructionLacrimal Sac SurgeryGlaucoma SurgeryPtosis CorrectionSquint SurgeryRetinal SurgeryGreen Laser for Diabetic EyeOptical Coherence Tomography (OCT)Nerve Fibre AnalyserNon Contact Tonometry (NCT),Spread Over An Area Of 15000sq FeetCentrally Air Conditioned System Internationally Trained Staff Photo Slit Lamp Applanation Tonometry Non Contact TonometryVisual Field AnalyzerKeratometryAuto-Ref Synoptophore Iol Master OctYag & Green Laser Hi-Tech Operation Theater In House Pharmacy & Optical Shop
Punjab,Amritsar,Emc Super Speciality Hospital Pvt Ltd - Unit-1,Private,Allopathic,"Unit-1, Shakti Nagar, Inside Lahori Gate, Amritsar, Phone-(0183) 2549300, 6535806, Fax-(0183) 2549400, Emergency- 09216060508",143001,emchelpline@gmail.com,Http://www.emchealthcare.com,Gastro WingPaediatric WingOrtho WingNeuro WingNephro WingHeart CommandGynaecology WingGeneral Surgery,NA
Punjab,Amritsar,Emc Super Speciality Hospital Pvt Ltd - Unit-2,Private,Allopathic,"Unit-2 B-13, Ranjit Avenue, Amritsar, Punjab, Phone-(0183) 6535703, 2500055, Fax-(0183) 2500055",143001,emchelpline@gmail.com,Http://www.emchealthcare.com/,Gastro WingPaediatric WingOrtho WingNeuro WingNephro WingHeart CommandGynaecology WingGeneral Surgery,NA
Punjab,Amritsar,Emc Super Speciality Hospital Pvt Ltd - Unit-3,Private,Allopathic,"Unit-3 Green Avenue, Amritsar, Punjab, Phone-(0183) 6537154, Mobile- 09815133622 Fax-(0183) 2505026, 2506015",143001,emchelpline@gmail.com,Http://www.emchealthcare.com/,Gastro WingPaediatric WingOrtho WingNeuro WingNephro WingHeart CommandGynaecology WingGeneral Surgery,NA
Punjab,Amritsar,Fortis Escort Hospital,Private,Allopathic,"Majitha-Verka Bypass Road, Amritsar, Punjab.",143004,enquiries@fortishealthcare.com,http://www.fortishealthcare.com/india/see_your_hospital.php?hospital_id=23,AnaesthesiologyChest MedicineDentalENTGeneral SurgeryInternal MedicineOncologyOphthalmologyPhysiotherapyPlastic Reconstructive SurgeryPulmonologyRadiology,CafeteriaParkingPharmacyValet ParkingInfo DeskBlood BankATMLibraryWifi Services
Punjab,Amritsar,Govt. Medical College,Public,Allopathic,"Circular Road, Amritsar, Punjab, Phone- (0183) 2426918, Fax- (0183) 2426506",143001,info@gmc.edu.in,Http://www.gmc.edu.in/,NA,NA
Punjab,Amritsar,Guru Amar Das Institute of Medical Science & Research Hospital,Private,Allopathic,"Mehta Road, PO Vallah, Amritsar, Punjab, Phone- (0183) 2870200, 3299311, 6572313, Fax- (0183) 2870203, 2870205, 2870344",143501,sgrdimsar@rediffmail.com,Http://sgrdimsr.org/,CardiologyGastroenterology and HepatologyhaematologyNeurologyEndocrinology & DiabeticNephrologyCancer ClinicMenopausalInfertilityAntenatalFamily Planning (Special Clinic)Postnatal (Special Clinic)Paediatric SurgeryOncologyGastro SurgeryNeuro SurgeryUrologyOncosurgery,NA
Punjab,Amritsar,Hartej Hospital,NA,Allopathic,"A-290-292, Ranjit Avenue, A-Block, Amritsar, Punjab, Phone-09779751279",143001,hartejnursinghome@gmail.com,Http://www.hartejhospital.in/,Obstetrics& GynaecologyGeneral SurgeryLaparoscopic SurgeryOrthopaedic SurgeryPaediatric SurgeryOral Maxillofacial & Dental SurgeryNeuro SurgeryUrologyPlastic & Cosmetic SurgeryCritical CareAnaesthesiology,NA
Punjab,Amritsar,Kd Hospital,Private,Allopathic,"7, Circular Road, Near Medical College, Amritsar, Phone (0183) 2221795, 2566737, Mobile- 09779788887, 09876646677, Fax-(0183) 2220795",143001,info@kdhospital.inkdhospital@gmail.com,Http://www.kdhospital.in/,"NeurologyNeurosurgeryPaediatrics & Paediatrics SurgeryPlastic SurgeryUrologyEndocrinologyAnaesthesiaCardiologyChest & T.B.Dental ClinicDiabetesDermatologyE.N.T.EndocrinologyGastro-entrologyGeneral MedicineGeneral & Laparoscopic SurgeryGynaecology Gynaecology and Obstetrics, Infertility ClinicLaparoscopic SurgeryMedicineNeurologyNephrologyNeurosurgeryNeonatal & Paediatric AnaesthesiaOncologyOro-Maxillo Facial SurgeryOrthopaedicOphthalmologyPlastic SurgeryPaediatricsPaediatrics SurgeryUrology",Intensive Care UnitCoronary Care Unit Neonatal I.C.U. Paediatric I.C.U. Stroke I.C.U.
Punjab,Amritsar,Smt Paarvati Devi Hospital,Private,Allopathic,"A-Block Ranjit Avenue, Amritsar, Phone- (0183) 5096600, Fax- (0183) 5096600, OPD- (0183) 5096601, IPD- (0183) 5096602, Emergency No- (0183) 5096602",143001,info@parvatihospital.com,Http://parvatihospital.com/,"Gynaecology Gynaecology and Obstetrics, , Paediatrics, Cardiology & Diabetes, Otorhino Laryngology, Orthopaedic, Urology, Paediatrics Surgery, Acupressure, Radiology(Sonography), Neuro Psychiatry",OPDIPDDiagnosticsEmergency
Punjab,Amritsar,Med Card Multispecialty Hospital,Private,Allopathic,"Opp. Mata Kaulan ji Bhalai kender, Tarn Taran Road, Amritsar, Mobile- 09815556666",143001,medcardhospital@hotmail.com,Http://medcardhospital.com/,NeurologyGastroenterologyPlastic SurgeryUrologyGeneral SurgeryMedicineOrthopaedicAnaesthesiaGynaecology PaediatricENTPulmonology,"24 Hrs. Emergency Including TraumaBrain And Spine ClinicWell Equipped 16 Bedded IcuFully Centralized Air Condition Facility Including General Ward.Icu Equipped With Monitors, Defibrillator, Ventilator.Well Equipped Ot With C-Arm FacilityWell Equipped Paediatric IcuLaparoscopic SurgeryPlastic & Cosmetic SurgeryCardiac Emergency24 Hours Ambulance Facility.24 Hours In-House Doctor24 Hours Laboratory Facilities24 Hours Pharmacy24 Canteen Service"
Punjab,Amritsar,"Bhandari Ear, Nose &Throat Hospital",Private,Allopathic,"I/S B.K. Dutt Gate Dhab khatikan Amritsar, Punjab, Phone- (0183)2291277, Mobile- 09417491103, 09888426555 ( For 24X7 Service), Fax- (0183)2551397",143001,"ashokbhandari37@yahoo.co, info@bhandarienthospital.com",Http://www.bhandarienthospital.com/,Ear SurgeryNose and Sinus SurgeryThroat / Larynx SurgeryHead and Neck SurgeryHearing and Balancing ClinicCochlear Implant SurgeryEar Discharge / Ear Wax / Middle Ear InfectionAllergiesDeafness Adenoid / Tonsil Infections Balance Disorders Cleft Palate Deviated Nasal Septum ( DNS )Ear Aches & Infections Dysphagia Sinusitis Nasal Growth / Nasal Polyp / Rhinitis Smell & Taste Disorders Sore Throats Swimmer's Ear Tinnitus Temporo-Mandibular Joint ( TMJ ),16 Beds6 A.C. room5 Beds in ward5 Ordinary RoomsOPDwaiting hall for 100 patientsSound proof Audiology unitEndoscopy unit with recording & printout facilitiesWell equipped clinical labChemist shopX-RAY machineImmunotherapy unit for patients of nasobronchial allergyICU & Recovery unitOperation theatre
Punjab,Amritsar,Preet Hospital,Private,Allopathic,"Fatehgargh Churian Road, Near Rattan Singh Chowk, Amritsar ,Punjab, Phone-(0183) 2573141, Fax-(0183) 5031737",143001,psgrover2002@yahoo.com,Http://www.preethospitalasr.com/,"Neuro Surgery ,Plastic & Cosmetic Surgery.Urology , TURP URS.Paediatric surgery.Laparoscopic surgery for gall bladders, Appendix.Gynaecology and maternity.Paediatrics and immunization.De-addiction and Treatment of psycho ailments.Ortho :- Trauma and joint replacement.Treatment of liver diseases.Diabetes and Cardiac Clinic.Bronchoscope and Thoracoscopy.Endoscopic Surgery of E.N.T.Maxillo Facial Surgery.Treatment of piles with Surgery.Pace-maker for Heart Blocks .Scerotherapy for blood in Vomiting.Ophthalmology.Photo therapy for neonates.Pain clinic.Onco surgery.Treatment of cancer patients",Fully Equipped Operation Theater.I.C.U. for Critical Care.Chemist Shop.Laboratory.X-ray plant.NICU.Ambulance.Phototherapy.C-Arm.PAP
Punjab,Amritsar,Randhawa Hospital,Private,Allopathic,"12, The Mall, Amritsar, Phone-(0183) 2226660, 2564039, Mobile-09814052303",143001,dr.randhawa@gmail.comrandhawahospital@yahoo.co.ininfo@randhawahospital.com,Http://www.randhawahospital.com/,EECP,NA
Punjab,Amritsar,Sardar Bahadur Dr. Sohan Singh Eye Hospital Pvt. Ltd.,Private,Allopathic,"Chowk Farid, Katra Sher Singh, Amritsar, Phone-(0183) 2555070, 2556282, Fax- (0183) 2549092",143001,sbsseh@yahoo.in,Http://sbsseh.com/,Eye Care,OPDOTLab Services
Punjab,Patiala,Gian Sagar College of Nursing,Private,Allopathic,"Ram Nagar, Banur, Distt. Patiala, Punjab, Phone- (01762) 507766",140601,NA,http://www.giansagar.org/,NA,NA
Punjab,Patiala,"Gian Sagar College of Physiotherapy,",Private,Allopathic,"Ram Nagar, Banur, Distt. Patiala, Punjab",140601,NA,http://www.giansagar.org/,NA,NA
Punjab,Patiala,Gian Sagar Paramedical College,Private,Allopathic,"Gian Sagar Paramedical College, Ram Nagar, Banur, Distt. Patiala, Punjab",140601,NA,http://www.giansagar.org/,NA,NA
Punjab,Ropar,Baweja Multispeciality Hospital,Private,Allopathic,"1571/39, Preet Colony, Opposite Civil Hospital, Ropar, Punjab, Phone-(01881) 222802,46622802,Fax-(01881) 222802",140001,bawejahealthcare@gmail.com,http://bawejahospital.com/,"Ophthalmology, Lasik Gynaecology, PsychiatryDental",NA
Punjab,Ropar,Parmar Nursing Home,Private,Allopathic,"Bela Road, Ropar,Punjab, Phone- (01881) 222225,09814024442,09814574778, Fax- (01881) 222099",140001,admin@parmarhospital.in,http://www.parmarhospital.in/,Advanced Laparoscopic Surgery Orthopaedics & Traumatology Ophthalmology Urology & Andrology Internal Medicine & Critical Care Neuro Surgery Arthroscopy & Endoscope Spine Surgery Cosmetic & Plastic Surgery Obstetrics and Gynaecology Medical Oncology ENT Endocrinology &Diabetology Cardiology 24x7 Pharmacy 24x7 Laboratory Services 24x7 Radiology Services 24x7 Ambulance Services International Patient Wing,NA
Punjab,Ropar,Sri Dasmesh Hospital,Private,Allopathic,"Near Charan Ganga Bridge, Main Road, Sri Anandpur Sahib, Ropar,Punjab, Phone- (01887) 230227,09872101990",140001,NA,http://www.sridasmeshhospital.com/,NA,NA
Punjab,Ropar,Gurudev Hospital - Multi Speciality Hospital,Private,Allopathic,"Kangar Road, Nurpur Bedi, Distt. Ropar ,Punjab, Phone- (01887) 240511, 241511, Mobile: 094639-68276, Ambulance: 098154-40742,Fax- (01887) 240511",140117,info@gurdevhospital.com,http://www.gurdevhospital.com/,NA,GynaecologyNeonatologyPaediatricsNeurologyOrthopaedicPaediatric SurgeryUrologyMedicineGastro-EnterologyPlastic SurgeryDermatologyOphthalmologyEar Nose & ThroatDental DepartmentPhysiotherapyRehabilitation MedicineAnaesthesiaPsychiatryNephrologyLaboratoryRadiologyBlood BankPharmacy
Punjab,Zirakpur,"JP Hospital , Zirakpur",Private,Allopathic,"NH-21,Zirakpur-Chandigarh Highway, Under Flyover, Near Panchula Lights, Zirakpur Punjab, Phone- (01762) 525-999, Fax- (01762) 509999",140603,hospital@jpsingla.com,http://www.jphospital.co.in/,NA,"Accident & EmergenciesMedicine & Allied SpecialtiesClinical & Interventional CardiologySurgery & Allied SpecialtiesOrthopaedic & TraumatologyGynaecology Gynaecology and Obstetrics, Paeds (Neonatology & Cardiology)OphthalmologyDiagnostic Radiology & ImagingPathology LabDentistryAnaesthesiologyPhysiotherapyGeneral OPDs"
